route_name,stop_order,location,lat,lng,photo_url,is_decoy
Italian Riviera to Amalfi,5,"Naples, Italy",,,https://images.unsplash.com/photo-1610468959844-7b697b91bf7a?q=80&w=1748&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Italian Riviera to Amalfi,6,"Positano, Italy",,,https://images.unsplash.com/photo-1584799134788-f8c2c13a33c7?q=80&w=1752&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Italian Riviera to Amalfi,0,"Venice, Italy",,,https://images.unsplash.com/photo-1574530638414-88578d1f73a2?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
Italian Riviera to Amalfi,0,Monaco,,,https://images.unsplash.com/photo-1575540121783-60f174302cc2?q=80&w=3039&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
Italian Riviera to Amalfi,0,"Milan, Italy",,,https://images.unsplash.com/photo-1610016302534-6f67f1c968d8?q=80&w=1550&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
East Coast Classic,1,"Boston, MA",,,https://images.unsplash.com/photo-1581899385352-b2458e34653d?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,2,"New York, NY",,,https://images.unsplash.com/photo-1605130284535-11dd9eedc58a?q=80&w=2064&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,3,"Philadelphia, PA",,,https://images.unsplash.com/photo-1615040653245-2d18d2861719?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,4,Washington DC,,,https://images.unsplash.com/photo-1617581629397-a72507c3de9e?q=80&w=1744&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,5,"Charleston, SC",,,https://images.unsplash.com/photo-1623608103477-2b90432a3f85?q=80&w=1548&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,6,"Savannah, GA",,,https://images.unsplash.com/photo-1595798623727-e7c56310f69a?q=80&w=2124&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,7,"Miami, FL",,,https://images.unsplash.com/photo-1476984251899-8d7fdfc5c92c?q=80&w=2064&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
East Coast Classic,0,"Gateway Arch, St Louis, MO",,,https://images.unsplash.com/photo-1594062205111-b95a5487b627?q=80&w=1548&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
East Coast Classic,0,"Chicago, IL",,,https://images.unsplash.com/photo-1605677589432-773501b502c8?q=80&w=1740&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
Gods and Ghats,1,"Delhi, India",,,https://images.unsplash.com/photo-1587474260584-136574528ed5?q=80&w=1770&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Gods and Ghats,2,"Jaipur, Rajasthan, India",,,https://images.unsplash.com/photo-1603262110263-fb0112e7cc33?q=80&w=1771&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Gods and Ghats,3,"Agra, India",,,https://images.unsplash.com/photo-1548013146-72479768bada?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4ODQ4OTB8MHwxfHNlYXJjaHwyfHxBZ3JhfGVufDF8MHx8fDE3NzIzMzU3ODF8MA&ixlib=rb-4.1.0&q=80&w=1080,FALSE
Gods and Ghats,4,"Bara Imambara, Lucknow, India",,,https://images.unsplash.com/photo-1601752874509-0e350467dc7b?q=80&w=3113&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Gods and Ghats,5,"Varanasi, Uttar Pradesh, India",,,https://images.unsplash.com/photo-1613445607898-f46e51645acf?q=80&w=1770&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,FALSE
Gods and Ghats,6,"Kathmandu, Nepal",,,https://images.unsplash.com/photo-1617469165786-8007eda3caa7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4ODQ4OTB8MHwxfHNlYXJjaHw1fHxLYXRobWFuZHV8ZW58MXwwfHx8MTc3MjM0MTM1NHww&ixlib=rb-4.1.0&q=80&w=1080,FALSE
Gods and Ghats,0,"Petra, Jordan",,,https://images.unsplash.com/photo-1530624852-9beb898b2820?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4ODQ4OTB8MHwxfHNlYXJjaHw3fHxQZXRyYXxlbnwxfDB8fHwxNzcyMzQxMzc5fDA&ixlib=rb-4.1.0&q=80&w=1080,TRUE
Gods and Ghats,0,"Arc de Triomphe, Paris, France",,,https://images.unsplash.com/photo-1679231926691-10526e2d848b?q=80&w=2291&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
Gods and Ghats,0,"Alhambra, Granada, Spain",,,https://images.unsplash.com/photo-1605654464243-3668a4c0de3d?q=80&w=1750&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,TRUE
